,EBCT,Ammonia_out,Nitrate_in,Nitrite_out,Se_D_in,CODin,MicroC,Acetate,Reactor_1,Reactor_2
0,-0.19127592973283744,-0.06085355444125739,-1.1664679169697474,1.080075506457152,-0.8085688435836907,-0.004053245748348492,2.6457513110645903,-2.6457513110645903,0.9309493362512626,-0.9309493362512626
1,0.2104035227061216,1.3022660650429103,-1.0487808557134537,1.025242877193732,0.3171936733332846,-0.27967395663604594,2.6457513110645903,-2.6457513110645903,0.9309493362512626,-0.9309493362512626
2,-0.057382778919851087,1.3022660650429103,-0.9899373250853069,-0.4552381129186032,-0.819569780231088,-0.231035007655864,2.6457513110645903,-2.6457513110645903,0.9309493362512626,-0.9309493362512626
3,-0.057382778919851087,1.3022660650429103,-0.9899373250853069,-0.4552381129186032,-0.819569780231088,-0.231035007655864,2.6457513110645903,-2.6457513110645903,0.9309493362512626,-0.9309493362512626
4,0.5451363997385874,1.3022660650429103,2.1876133288346247,-0.7842338884991221,-0.8269037379960194,2.8656447440823833,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
5,-1.195474560830235,1.3022660650429103,-0.04844083503495665,0.03825555045217529,1.1239290274757423,-0.5715076505171374,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
6,-1.195474560830235,1.3022660650429103,-0.04844083503495665,0.03825555045217529,1.1239290274757423,-0.5715076505171374,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
7,-1.195474560830235,1.3022660650429103,-0.04844083503495665,0.03825555045217529,1.1239290274757423,-0.5715076505171374,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
8,-0.057382778919851087,-0.7424133641833415,2.540674512603506,-0.7842338884991221,1.9416653182655972,2.184699458359837,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
9,-0.057382778919851087,-0.7424133641833415,2.540674512603506,-0.7842338884991221,1.9416653182655972,2.184699458359837,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
10,-0.5929553821717964,-0.7424133641833415,0.30462034873392463,-0.6197360007088626,0.14117868697493013,0.3202064141195308,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
11,-0.5929553821717964,-0.7424133641833415,0.30462034873392463,-0.6197360007088626,0.14117868697493013,0.3202064141195308,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
12,-0.5929553821717964,-0.7424133641833415,0.30462034873392463,-0.6197360007088626,0.14117868697493013,0.3202064141195308,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
13,-1.7979937394886736,-0.7424133641833415,-0.607454376002352,-0.4091787043373305,-0.6142189628130077,-0.6525725654841071,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
14,-1.7979937394886736,-0.7424133641833415,-0.607454376002352,-0.4091787043373305,-0.6142189628130077,-0.6525725654841071,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
15,-1.7979937394886736,-0.7424133641833415,-0.607454376002352,-0.4091787043373305,-0.6142189628130077,-0.6525725654841071,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
16,0.14345694729962846,-0.7424133641833415,-1.342998508854188,-0.8352282337141025,-0.7939009280538278,-1.0254711743321685,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
17,-0.8607416837977692,0.6207062553008268,-0.7545632025727191,-0.8149401608866371,1.4759590001924514,-1.0741101233123502,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
18,1.2146021538035192,-0.7424133641833415,0.010402695593190228,1.6333367357250574,-0.5408793851636934,-0.03647921173513643,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
19,-0.6599019575782896,1.9838258747849948,-0.8722502638290129,-0.8385181914699077,-0.8599065479382108,-0.7822764294312589,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
20,-0.5929553821717964,1.3022660650429103,-1.01935909039938,-0.8385181914699077,0.2805238845086274,-1.3821568001868356,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
21,-1.7979937394886736,-0.7424133641833415,-0.607454376002352,-0.4091787043373305,-0.6142189628130077,-0.6525725654841071,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
22,-0.8607416837977692,-0.7424133641833415,1.7404024960607087,-0.836324886299371,1.3952854647782056,1.6172450535910483,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
23,1.2146021538035192,-0.7424133641833415,0.010402695593190228,1.6333367357250574,-0.5408793851636934,-0.03647921173513643,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
24,1.2146021538035192,-0.7424133641833415,0.010402695593190228,1.6333367357250574,-0.5408793851636934,-0.03647921173513643,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
25,1.2146021538035192,-0.7424133641833415,0.010402695593190228,1.6333367357250574,-0.5408793851636934,-0.03647921173513643,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
26,1.2146021538035192,-0.7424133641833415,0.010402695593190228,1.6333367357250574,-0.5408793851636934,-0.03647921173513643,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
27,-0.5929553821717964,-0.7424133641833415,0.30462034873392463,-0.6197360007088626,0.14117868697493013,0.3202064141195308,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
28,-1.7979937394886736,-0.7424133641833415,-0.607454376002352,-0.4091787043373305,-0.6142189628130077,-0.6525725654841071,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
29,-1.7979937394886736,-0.7424133641833415,-0.607454376002352,-0.4091787043373305,-0.6142189628130077,-0.6525725654841071,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
30,-0.5929553821717964,-0.7424133641833415,0.30462034873392463,-0.6197360007088626,0.14117868697493013,-0.6525725654841071,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
31,0.7459761259580671,-0.7424133641833415,1.4814909612968619,-0.8390665177625418,1.7949861629669688,1.2767724107297749,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
32,1.2146021538035192,-0.7424133641833415,0.010402695593190228,1.6333367357250574,-0.5408793851636934,-0.03647921173513643,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
33,1.2146021538035192,-0.7424133641833415,0.010402695593190228,1.6333367357250574,-0.5408793851636934,-0.03647921173513643,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
34,1.2146021538035192,-0.7424133641833415,0.010402695593190228,1.6333367357250574,-0.5408793851636934,-0.03647921173513643,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
35,1.2146021538035192,-0.7424133641833415,0.010402695593190228,1.6333367357250574,-0.5408793851636934,-0.03647921173513643,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
36,1.2146021538035192,-0.7424133641833415,0.010402695593190228,1.6333367357250574,-0.5408793851636934,-0.03647921173513643,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
37,1.2146021538035192,-0.7424133641833415,0.010402695593190228,1.6333367357250574,-0.5408793851636934,-0.03647921173513643,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
38,1.2146021538035192,-0.7424133641833415,0.010402695593190228,1.6333367357250574,-0.5408793851636934,-0.03647921173513643,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
39,-0.19127592973283744,-0.06085355444125739,-1.1664679169697474,1.080075506457152,-0.8085688435836907,-0.004053245748348492,2.6457513110645903,-2.6457513110645903,0.9309493362512626,-0.9309493362512626
40,0.8129227013645601,1.9838258747849948,-0.8134067332008661,-0.8390665177625418,-0.8379046746434164,-1.23623995324629,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
41,-0.19127592973283744,-0.06085355444125739,-1.1664679169697474,1.080075506457152,-0.8085688435836907,-0.004053245748348492,2.6457513110645903,-2.6457513110645903,0.9309493362512626,-0.9309493362512626
42,0.7459761259580671,-0.7424133641833415,1.4814909612968619,-0.8390665177625418,1.7949861629669688,1.2767724107297749,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
43,0.7459761259580671,-0.7424133641833415,1.4814909612968619,-0.8390665177625418,1.7949861629669688,1.2767724107297749,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
44,-0.5929553821717964,-0.7424133641833415,0.30462034873392463,-0.6197360007088626,0.14117868697493013,0.3202064141195308,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
45,0.7459761259580671,-0.7424133641833415,1.4814909612968619,-0.8390665177625418,1.7949861629669688,1.2767724107297749,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
46,0.7459761259580671,-0.7424133641833415,1.4814909612968619,-0.8390665177625418,1.7949861629669688,1.2767724107297749,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
47,-0.39211565595231695,1.3022660650429103,-0.9310937944571598,-0.8390665177625418,-0.8305707168784849,-1.301091885219866,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
48,0.8129227013645601,1.9838258747849948,-0.8134067332008661,-0.8390665177625418,-0.8379046746434164,-1.23623995324629,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
49,1.147655578397026,-0.7424133641833415,-0.3308897820500615,-0.6005445804666656,-2.092011452446692,-0.9119802933784108,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
50,1.482388455429492,1.9838258747849948,0.12808975684948398,-0.8390665177625418,-0.8379046746434164,0.4499102780666826,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
51,-0.39211565595231695,1.3022660650429103,-0.9310937944571598,-0.8390665177625418,-0.8305707168784849,-1.301091885219866,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
52,0.2104035227061216,1.3022660650429103,-1.0487808557134537,1.025242877193732,0.3171936733332846,-0.27967395663604594,2.6457513110645903,-2.6457513110645903,0.9309493362512626,-0.9309493362512626
53,0.5451363997385874,1.3022660650429103,2.1876133288346247,-0.7842338884991221,-0.8269037379960194,2.8656447440823833,-0.3779644730092272,0.3779644730092272,0.9309493362512626,-0.9309493362512626
54,-0.8607416837977692,0.6207062553008268,-0.7545632025727191,-0.8149401608866371,1.4759590001924514,-1.0741101233123502,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
55,-0.8607416837977692,0.6207062553008268,-0.7545632025727191,-0.8149401608866371,1.4759590001924514,-1.0741101233123502,-0.3779644730092272,0.3779644730092272,-1.0741723110591492,1.0741723110591492
